rank	score	gene_symbol	gene_identifier
1.0	0.0257	HNRNPC	ENSG00000092199
2.0	0.0216	FZR1	ENSG00000105325
3.0	0.0196	AGO1	ENSG00000092847
4.0	0.019	SHMT2	ENSG00000182199
5.0	0.0182	PGAP1	ENSG00000197121
7.0	0.0179	NDUFAF5	ENSG00000101247
7.0	0.0179	CNTNAP2	ENSG00000174469
8.0	0.0178	TAF1	ENSG00000147133
9.0	0.017	TTI2	ENSG00000129696
10.0	0.0169	MED12L	ENSG00000144893
11.0	0.0165	FOXP1	ENSG00000114861
12.0	0.0161	ATP9A	ENSG00000054793
14.0	0.016	CARS1	ENSG00000110619
14.0	0.016	ANK3	ENSG00000151150
15.0	0.0154	ZMYM3	ENSG00000147130
16.0	0.0151	SATB2	ENSG00000119042
27.0	0.0145	ARID1A	ENSG00000117713
27.0	0.0145	ARID1B	ENSG00000049618
27.0	0.0145	ARID2	ENSG00000189079
27.0	0.0145	DPF2	ENSG00000133884
27.0	0.0145	SMARCA4	ENSG00000127616
27.0	0.0145	SMARCB1	ENSG00000099956
27.0	0.0145	SMARCC2	ENSG00000139613
27.0	0.0145	SMARCD1	ENSG00000066117
27.0	0.0145	SMARCE1	ENSG00000073584
27.0	0.0145	SOX11	ENSG00000176887
27.0	0.0145	SOX4	ENSG00000124766
28.0	0.0144	YY1	ENSG00000100811
31.0	0.0142	CLCN4	ENSG00000073464
31.0	0.0142	DYRK1A	ENSG00000157540
31.0	0.0142	FMR1	ENSG00000102081
33.0	0.0141	GNB5	ENSG00000069966
33.0	0.0141	TOR1A	ENSG00000136827
34.0	0.014	AFG2A	ENSG00000145375
36.0	0.0138	STAG2	ENSG00000101972
36.0	0.0138	SLC16A2	ENSG00000147100
37.0	0.0137	WDR62	ENSG00000075702
38.0	0.0136	KDM3B	ENSG00000120733
40.0	0.0134	TBCD	ENSG00000141556
40.0	0.0134	KAT8	ENSG00000103510
41.0	0.0133	KDM5B	ENSG00000117139
42.0	0.0131	DBT	ENSG00000137992
43.0	0.013	TET3	ENSG00000187605
45.0	0.0129	TANC2	ENSG00000170921
45.0	0.0129	COG5	ENSG00000164597
46.0	0.0128	TCF4	ENSG00000196628
49.0	0.0127	SRCAP	ENSG00000080603
49.0	0.0127	TAF4	ENSG00000130699
49.0	0.0127	TLK2	ENSG00000146872
100.0	0.0125	BAP1	ENSG00000163930
100.0	0.0125	ADCY5	ENSG00000173175
100.0	0.0125	AARS1	ENSG00000090861
100.0	0.0125	ACTL6B	ENSG00000077080
100.0	0.0125	AP3B2	ENSG00000103723
100.0	0.0125	ARV1	ENSG00000173409
100.0	0.0125	ATP1A2	ENSG00000018625
100.0	0.0125	ATP1A3	ENSG00000105409
100.0	0.0125	ATP6V1A	ENSG00000114573
100.0	0.0125	CACNA1A	ENSG00000141837
100.0	0.0125	CACNA1B	ENSG00000148408
100.0	0.0125	CACNA2D1	ENSG00000153956
100.0	0.0125	CDK19	ENSG00000155111
100.0	0.0125	CELF2	ENSG00000048740
100.0	0.0125	CLTC	ENSG00000141367
100.0	0.0125	CNKSR2	ENSG00000149970
100.0	0.0125	CYFIP2	ENSG00000055163
100.0	0.0125	DALRD3	ENSG00000178149
100.0	0.0125	DHDDS	ENSG00000117682
100.0	0.0125	DNM1	ENSG00000106976
100.0	0.0125	EEF1A2	ENSG00000101210
100.0	0.0125	FBXO28	ENSG00000143756
100.0	0.0125	FGF12	ENSG00000114279
100.0	0.0125	FGF13	ENSG00000129682
100.0	0.0125	FOXG1	ENSG00000176165
100.0	0.0125	GABBR2	ENSG00000136928
100.0	0.0125	GABRA2	ENSG00000151834
100.0	0.0125	GABRA5	ENSG00000186297
100.0	0.0125	GABRB2	ENSG00000145864
100.0	0.0125	GABRG2	ENSG00000113327
100.0	0.0125	GRIN2D	ENSG00000105464
100.0	0.0125	HCN1	ENSG00000164588
100.0	0.0125	KCNA2	ENSG00000177301
100.0	0.0125	KCNB1	ENSG00000158445
100.0	0.0125	NECAP1	ENSG00000089818
100.0	0.0125	NTRK2	ENSG00000148053
100.0	0.0125	NUS1	ENSG00000153989
100.0	0.0125	PACS2	ENSG00000179364
100.0	0.0125	PARS2	ENSG00000162396
100.0	0.0125	PPP3CA	ENSG00000138814
100.0	0.0125	SCN3A	ENSG00000153253
100.0	0.0125	SCN8A	ENSG00000196876
100.0	0.0125	SLC13A5	ENSG00000141485
100.0	0.0125	SLC1A2	ENSG00000110436
100.0	0.0125	SYNGAP1	ENSG00000197283
100.0	0.0125	SYNJ1	ENSG00000159082
100.0	0.0125	SZT2	ENSG00000198198
100.0	0.0125	TRAK1	ENSG00000182606
100.0	0.0125	UBA5	ENSG00000081307
100.0	0.0125	WWOX	ENSG00000186153
100.0	0.0125	YWHAG	ENSG00000170027
103.0	0.0124	EXT2	ENSG00000151348
103.0	0.0124	PRMT7	ENSG00000132600
103.0	0.0124	KANSL1	ENSG00000120071
104.0	0.012	HMGCL	ENSG00000117305
107.0	0.0119	CSNK2A1	ENSG00000101266
107.0	0.0119	SLC6A8	ENSG00000130821
107.0	0.0119	ASXL3	ENSG00000141431
111.0	0.0118	WAC	ENSG00000095787
111.0	0.0118	DPAGT1	ENSG00000172269
111.0	0.0118	TBC1D23	ENSG00000036054
111.0	0.0118	TMEM70	ENSG00000175606
112.0	0.0117	IQSEC1	ENSG00000144711
116.0	0.0116	SPTBN1	ENSG00000115306
116.0	0.0116	PDE2A	ENSG00000186642
116.0	0.0116	SLC1A4	ENSG00000115902
116.0	0.0116	CUL4B	ENSG00000158290
119.0	0.0115	PUF60	ENSG00000179950
119.0	0.0115	SETBP1	ENSG00000152217
119.0	0.0115	PCDH19	ENSG00000165194
120.0	0.0114	MED25	ENSG00000104973
123.0	0.0113	GRIK2	ENSG00000164418
123.0	0.0113	DYNC1I2	ENSG00000077380
123.0	0.0113	TRIO	ENSG00000038382
