rank	score	gene_symbol	gene_identifier
1.0	0.0194	UBAP2L	ENSG00000143569
2.0	0.0115	RAI1	ENSG00000108557
5.0	0.0109	DEAF1	ENSG00000177030
5.0	0.0109	FLII	ENSG00000177731
5.0	0.0109	IQSEC2	ENSG00000124313
7.0	0.0087	PPM1D	ENSG00000170836
7.0	0.0087	TRIO	ENSG00000038382
28.0	0.0069	BAZ1B	ENSG00000009954
28.0	0.0069	BCL7B	ENSG00000106635
28.0	0.0069	BUD23	ENSG00000071462
28.0	0.0069	CLIP2	ENSG00000106665
28.0	0.0069	DNAJC30	ENSG00000176410
28.0	0.0069	EIF4H	ENSG00000106682
28.0	0.0069	ELN	ENSG00000049540
28.0	0.0069	FKBP6	ENSG00000077800
28.0	0.0069	GTF2I	ENSG00000077809
28.0	0.0069	GTF2IRD1	ENSG00000006704
28.0	0.0069	GTF2IRD2	ENSG00000196275
28.0	0.0069	LIMK1	ENSG00000106683
28.0	0.0069	METTL27	ENSG00000165171
28.0	0.0069	MLXIPL	ENSG00000009950
28.0	0.0069	NCF1	ENSG00000158517
28.0	0.0069	RFC2	ENSG00000049541
28.0	0.0069	STX1A	ENSG00000106089
28.0	0.0069	TBL2	ENSG00000106638
28.0	0.0069	TMEM270	ENSG00000175877
28.0	0.0069	VPS37D	ENSG00000176428
28.0	0.0069	ASXL3	ENSG00000141431
29.0	0.0056	ASH1L	ENSG00000116539
30.0	0.005	HNRNPK	ENSG00000165119
31.0	0.0044	TLK2	ENSG00000146872
32.0	0.0041	SON	ENSG00000159140
33.0	0.004	HERC1	ENSG00000103657
35.0	0.0039	CREBBP	ENSG00000005339
35.0	0.0039	TCF20	ENSG00000100207
38.0	0.0038	POLR1A	ENSG00000068654
38.0	0.0038	KDM3B	ENSG00000120733
38.0	0.0038	SPTBN1	ENSG00000115306
41.0	0.0037	HNRNPH2	ENSG00000126945
41.0	0.0037	ADNP	ENSG00000101126
41.0	0.0037	SNRPN	ENSG00000128739
42.0	0.0036	DDB1	ENSG00000167986
44.0	0.0035	FMR1	ENSG00000102081
44.0	0.0035	MAGEL2	ENSG00000254585
45.0	0.0033	PIGT	ENSG00000124155
48.0	0.0032	TAOK1	ENSG00000160551
48.0	0.0032	WDR35	ENSG00000118965
48.0	0.0032	ZNF699	ENSG00000196110
52.0	0.0031	CLCN3	ENSG00000109572
52.0	0.0031	POGZ	ENSG00000143442
52.0	0.0031	MED12L	ENSG00000144893
52.0	0.0031	OTUD5	ENSG00000068308
55.0	0.003	DHCR7	ENSG00000172893
55.0	0.003	CLCN4	ENSG00000073464
55.0	0.003	SETD5	ENSG00000168137
64.0	0.0029	AP1G1	ENSG00000166747
64.0	0.0029	GM2A	ENSG00000196743
64.0	0.0029	USP7	ENSG00000187555
64.0	0.0029	SRCAP	ENSG00000080603
64.0	0.0029	KANSL1	ENSG00000120071
64.0	0.0029	NEB	ENSG00000183091
64.0	0.0029	H4C5	ENSG00000198518
64.0	0.0029	ARID2	ENSG00000189079
64.0	0.0029	PIGA	ENSG00000165195
71.0	0.0028	OCRL	ENSG00000122126
71.0	0.0028	FOXP1	ENSG00000114861
71.0	0.0028	VPS13A	ENSG00000197969
71.0	0.0028	MBD5	ENSG00000204406
71.0	0.0028	TAF4	ENSG00000130699
71.0	0.0028	EP300	ENSG00000100393
71.0	0.0028	NFIA	ENSG00000162599
82.0	0.0027	VARS1	ENSG00000204394
82.0	0.0027	SIN3A	ENSG00000169375
82.0	0.0027	CHD5	ENSG00000116254
82.0	0.0027	TCF4	ENSG00000196628
82.0	0.0027	TFE3	ENSG00000068323
82.0	0.0027	SLC39A13	ENSG00000165915
82.0	0.0027	NEXMIF	ENSG00000050030
82.0	0.0027	NDN	ENSG00000182636
82.0	0.0027	OCA2	ENSG00000104044
82.0	0.0027	RFX7	ENSG00000181827
82.0	0.0027	EEF1A2	ENSG00000101210
92.0	0.0026	SETBP1	ENSG00000152217
92.0	0.0026	GNB1	ENSG00000078369
92.0	0.0026	PUS7	ENSG00000091127
92.0	0.0026	PDS5B	ENSG00000083642
92.0	0.0026	CHAMP1	ENSG00000198824
92.0	0.0026	ZBTB20	ENSG00000181722
92.0	0.0026	MYH3	ENSG00000109063
92.0	0.0026	KMT5B	ENSG00000110066
92.0	0.0026	SLC6A8	ENSG00000130821
92.0	0.0026	GPC3	ENSG00000147257
105.0	0.0025	SCN4A	ENSG00000007314
105.0	0.0025	PCDHGC4	ENSG00000242419
105.0	0.0025	NONO	ENSG00000147140
105.0	0.0025	PEX1	ENSG00000127980
105.0	0.0025	GATAD2B	ENSG00000143614
105.0	0.0025	BCR	ENSG00000186716
105.0	0.0025	CRKL	ENSG00000099942
105.0	0.0025	MAPK1	ENSG00000100030
105.0	0.0025	TMEM216	ENSG00000187049
105.0	0.0025	KDM4B	ENSG00000127663
105.0	0.0025	AUTS2	ENSG00000158321
105.0	0.0025	CARS1	ENSG00000110619
105.0	0.0025	TBX1	ENSG00000184058
123.0	0.0024	ACTA1	ENSG00000143632
123.0	0.0024	TMEM147	ENSG00000105677
123.0	0.0024	HIVEP2	ENSG00000010818
123.0	0.0024	SETD1A	ENSG00000099381
123.0	0.0024	EHMT1	ENSG00000181090
123.0	0.0024	MAPK8IP3	ENSG00000138834
123.0	0.0024	KBTBD13	ENSG00000234438
123.0	0.0024	KLHL41	ENSG00000239474
123.0	0.0024	MYPN	ENSG00000138347
123.0	0.0024	TPM2	ENSG00000198467
123.0	0.0024	TPM3	ENSG00000143549
123.0	0.0024	DHX30	ENSG00000132153
123.0	0.0024	JARID2	ENSG00000008083
123.0	0.0024	SYT1	ENSG00000067715
123.0	0.0024	FGFR3	ENSG00000068078
123.0	0.0024	CHST3	ENSG00000122863
123.0	0.0024	SOX5	ENSG00000134532
123.0	0.0024	PPFIBP1	ENSG00000110841
135.0	0.0023	NGLY1	ENSG00000151092
135.0	0.0023	DPF2	ENSG00000133884
135.0	0.0023	GRIA1	ENSG00000155511
135.0	0.0023	MGAT2	ENSG00000168282
135.0	0.0023	HNRNPC	ENSG00000092199
135.0	0.0023	MED12	ENSG00000184634
135.0	0.0023	RYR1	ENSG00000196218
135.0	0.0023	SATB1	ENSG00000182568
135.0	0.0023	UQCC2	ENSG00000137288
135.0	0.0023	ZMYM2	ENSG00000121741
135.0	0.0023	ZSWIM6	ENSG00000130449
135.0	0.0023	IARS2	ENSG00000067704
144.0	0.0022	DST	ENSG00000151914
144.0	0.0022	PRKAR1B	ENSG00000188191
144.0	0.0022	PLOD3	ENSG00000106397
144.0	0.0022	IL11RA	ENSG00000137070
144.0	0.0022	FBXO11	ENSG00000138081
144.0	0.0022	BCL11A	ENSG00000119866
144.0	0.0022	WAC	ENSG00000095787
144.0	0.0022	CAMTA1	ENSG00000171735
144.0	0.0022	DTYMK	ENSG00000168393
181.0	0.0021	MAP1B	ENSG00000131711
181.0	0.0021	EIF4A2	ENSG00000156976
181.0	0.0021	NSD1	ENSG00000165671
181.0	0.0021	ORC1	ENSG00000085840
181.0	0.0021	ARID1B	ENSG00000049618
181.0	0.0021	NALCN	ENSG00000102452
